task,condition,seed,blue,red
unstack_sort,ID,20221,"[-0.3450903580558984, 0.0023959057623149285, 0.02]","[-0.3450903580558984, 0.0023959057623149285, 0.06]"
unstack_sort,ID,20222,"[-0.3531794069791388, 0.007013334820363877, 0.02]","[-0.3531794069791388, 0.007013334820363877, 0.06]"
unstack_sort,ID,20223,"[-0.34389788115008724, -0.011078659229408495, 0.02]","[-0.34389788115008724, -0.011078659229408495, 0.06]"
unstack_sort,ID,20224,"[-0.35199718767069205, -0.0030149922662949576, 0.02]","[-0.35199718767069205, -0.0030149922662949576, 0.06]"
unstack_sort,ID,20225,"[-0.3444994549113661, 0.0019847157149969347, 0.02]","[-0.3444994549113661, 0.0019847157149969347, 0.06]"
unstack_sort,ID,20226,"[-0.35002198748979946, -0.00897537232179696, 0.02]","[-0.35002198748979946, -0.00897537232179696, 0.06]"
unstack_sort,ID,20227,"[-0.3450945924684007, -0.0011014018245592318, 0.02]","[-0.3450945924684007, -0.0011014018245592318, 0.06]"
unstack_sort,ID,20228,"[-0.36006766311376875, -0.009668453968735082, 0.02]","[-0.36006766311376875, -0.009668453968735082, 0.06]"
unstack_sort,ID,20229,"[-0.35482080269636845, 0.0053516507316376215, 0.02]","[-0.35482080269636845, 0.0053516507316376215, 0.06]"
unstack_sort,OOD,30200,"[-0.33946127525378067, -0.032326381140828184, 0.02]","[-0.33946127525378067, -0.032326381140828184, 0.06]"
unstack_sort,OOD,30201,"[-0.3879818829101984, -0.022893353155047542, 0.02]","[-0.3879818829101984, -0.022893353155047542, 0.06]"
unstack_sort,OOD,30202,"[-0.3152660603036439, 0.03625692064655157, 0.02]","[-0.3152660603036439, 0.03625692064655157, 0.06]"
unstack_sort,OOD,30203,"[-0.38255997646981427, 0.02106623403330752, 0.02]","[-0.38255997646981427, 0.02106623403330752, 0.06]"
unstack_sort,OOD,30204,"[-0.3109760095239948, 0.0086194693879822, 0.02]","[-0.3109760095239948, 0.0086194693879822, 0.06]"
unstack_sort,OOD,30205,"[-0.3425757004765221, -0.027649814177075654, 0.02]","[-0.3425757004765221, -0.027649814177075654, 0.06]"
unstack_sort,OOD,30206,"[-0.3743010385213302, 0.002074788497865708, 0.02]","[-0.3743010385213302, 0.002074788497865708, 0.06]"
unstack_sort,OOD,30207,"[-0.31618621866208263, 0.006843422302615788, 0.02]","[-0.31618621866208263, 0.006843422302615788, 0.06]"
unstack_sort,OOD,30208,"[-0.32604715317099964, 0.036498374404860374, 0.02]","[-0.32604715317099964, 0.036498374404860374, 0.06]"
unstack_sort,OOD,30209,"[-0.3765391891608291, 0.022895158852033463, 0.02]","[-0.3765391891608291, 0.022895158852033463, 0.06]"
unstack_sort,OOD,30210,"[-0.3134075274608835, -0.015308671443600198, 0.02]","[-0.3134075274608835, -0.015308671443600198, 0.06]"
unstack_sort,OOD,30211,"[-0.3739602253162201, -0.02985652631577685, 0.02]","[-0.3739602253162201, -0.02985652631577685, 0.06]"
unstack_sort,OOD,30212,"[-0.3270366318583401, -0.028768754630110943, 0.02]","[-0.3270366318583401, -0.028768754630110943, 0.06]"
unstack_sort,OOD,30213,"[-0.362038214766195, 0.03263446027031308, 0.02]","[-0.362038214766195, 0.03263446027031308, 0.06]"
unstack_sort,OOD,30214,"[-0.3736300941655298, 0.010767136702334382, 0.02]","[-0.3736300941655298, 0.010767136702334382, 0.06]"
unstack_sort,OOD,30215,"[-0.3607915533564972, 0.02349381188955069, 0.02]","[-0.3607915533564972, 0.02349381188955069, 0.06]"
unstack_sort,OOD,30216,"[-0.37566369635136554, -0.02388459721871039, 0.02]","[-0.37566369635136554, -0.02388459721871039, 0.06]"
unstack_sort,OOD,30217,"[-0.3240753022423913, 0.019577883483903, 0.02]","[-0.3240753022423913, 0.019577883483903, 0.06]"
unstack_sort,OOD,30218,"[-0.34607972883532423, -0.029232640381878276, 0.02]","[-0.34607972883532423, -0.029232640381878276, 0.06]"
unstack_sort,OOD,30219,"[-0.3879587319027473, -0.03433858710381084, 0.02]","[-0.3879587319027473, -0.03433858710381084, 0.06]"
unstack_sort,OOD,30220,"[-0.3771900934352122, -0.02424523508246893, 0.02]","[-0.3771900934352122, -0.02424523508246893, 0.06]"
unstack_sort,OOD,30221,"[-0.32181231388917364, -0.02638019071269343, 0.02]","[-0.32181231388917364, -0.02638019071269343, 0.06]"
unstack_sort,OOD,30222,"[-0.3118243056953348, 0.021881743696542395, 0.02]","[-0.3118243056953348, 0.021881743696542395, 0.06]"
unstack_sort,OOD,30223,"[-0.3170707293751253, 0.03781092646461905, 0.02]","[-0.3170707293751253, 0.03781092646461905, 0.06]"
unstack_sort,OOD,30224,"[-0.3262070626475443, 0.002147527661384284, 0.02]","[-0.3262070626475443, 0.002147527661384284, 0.06]"
unstack_sort,OOD,30225,"[-0.3882452653227588, -0.023787213627393094, 0.02]","[-0.3882452653227588, -0.023787213627393094, 0.06]"
unstack_sort,OOD,30226,"[-0.38170477328136176, 0.00575328577523216, 0.02]","[-0.38170477328136176, 0.00575328577523216, 0.06]"
unstack_sort,OOD,30227,"[-0.38318962784071686, -0.005887645623554032, 0.02]","[-0.38318962784071686, -0.005887645623554032, 0.06]"
unstack_sort,OOD,30228,"[-0.3767340050368522, -0.023959716668136198, 0.02]","[-0.3767340050368522, -0.023959716668136198, 0.06]"
unstack_sort,OOD,30229,"[-0.3693091588901146, 0.03876611975087466, 0.02]","[-0.3693091588901146, 0.03876611975087466, 0.06]"
tray_pack,ID,20300,"[-0.39517379326098706, 0.2658926075057201, 0.02]","[-0.40416986282264167, -0.250701163577456, 0.02]"
tray_pack,ID,20301,"[-0.4105592865363489, 0.26552971484415516, 0.02]","[-0.39280736980611364, -0.2717056217173353, 0.02]"
tray_pack,ID,20302,"[-0.40458869211081006, 0.24831831451303737, 0.02]","[-0.410362812946546, -0.2690684408395636, 0.02]"
tray_pack,ID,20303,"[-0.40039403068875645, 0.26636590001434535, 0.02]","[-0.39900820825611755, -0.2682201032973308, 0.02]"
tray_pack,ID,20304,"[-0.4020220333171553, 0.2518003898366383, 0.02]","[-0.4023645536514675, -0.27126621069267903, 0.02]"
tray_pack,ID,20305,"[-0.39310781513426585, 0.25294267454338326, 0.02]","[-0.4036346212467673, -0.2582887631651437, 0.02]"
tray_pack,ID,20306,"[-0.4110314587143038, 0.2483857807311874, 0.02]","[-0.4037654538260426, -0.2554702839014831, 0.02]"
tray_pack,ID,20307,"[-0.40727321282071954, 0.2719216131235601, 0.02]","[-0.39474388403308525, -0.24867597836945488, 0.02]"
tray_pack,ID,20308,"[-0.39134446976159326, 0.25369858679743207, 0.02]","[-0.38869329868366304, -0.258419937087146, 0.02]"
tray_pack,ID,20309,"[-0.4066614718046093, 0.25742767759238133, 0.02]","[-0.40240737717981767, -0.24977520571602435, 0.02]"
tray_pack,ID,20310,"[-0.3905750593647198, 0.27073609099366136, 0.02]","[-0.4119717050754662, -0.26717826661570954, 0.02]"
tray_pack,ID,20311,"[-0.3944699039440086, 0.26547339631010364, 0.02]","[-0.4037363306912237, -0.2707016079342322, 0.02]"
tray_pack,ID,20312,"[-0.40294579744887477, 0.26616423185046484, 0.02]","[-0.4072746162973638, -0.24957811480751185, 0.02]"
tray_pack,ID,20313,"[-0.3920184809075838, 0.2502971502429473, 0.02]","[-0.3922562540041721, -0.25532462938651107, 0.02]"
tray_pack,ID,20314,"[-0.39889570888314035, 0.26316706008266877, 0.02]","[-0.4005388073693196, -0.25932562604744563, 0.02]"
tray_pack,ID,20315,"[-0.4021479397938374, 0.25096984739381833, 0.02]","[-0.3935034790767496, -0.26253167808414446, 0.02]"
tray_pack,ID,20316,"[-0.40786712005465253, 0.26888531297042156, 0.02]","[-0.4067385787957598, -0.25156576277142534, 0.02]"
tray_pack,ID,20317,"[-0.40100434876284685, 0.2711873341842117, 0.02]","[-0.39847830398541384, -0.26900512537323673, 0.02]"
tray_pack,ID,20318,"[-0.38892614819309673, 0.2577093817133668, 0.02]","[-0.41144270421618073, -0.26557194825897634, 0.02]"
tray_pack,ID,20319,"[-0.3981794949870691, 0.2648233426136864, 0.02]","[-0.3995289119062158, -0.25511329835326885, 0.02]"
tray_pack,ID,20320,"[-0.4049523323328337, 0.24872739407371255, 0.02]","[-0.3881242628147756, -0.25606884641326355, 0.02]"
tray_pack,ID,20321,"[-0.3965342014369259, 0.25780593080861397, 0.02]","[-0.40342624202486954, -0.2667223614383763, 0.02]"
tray_pack,ID,20322,"[-0.397140822624882, 0.26191786279228585, 0.02]","[-0.3957522375237834, -0.2547009140123006, 0.02]"
tray_pack,ID,20323,"[-0.38859760099547247, 0.2526675405318764, 0.02]","[-0.3942762845405381, -0.27182609845889394, 0.02]"
tray_pack,ID,20324,"[-0.4091655163245187, 0.26044194448136326, 0.02]","[-0.40191242570845226, -0.26658285605977683, 0.02]"
tray_pack,ID,20325,"[-0.40187543891427996, 0.2552138128889575, 0.02]","[-0.39928544945466443, -0.26822764305467267, 0.02]"
tray_pack,ID,20326,"[-0.39815520727380316, 0.25973096612265323, 0.02]","[-0.4050283798356255, -0.2527141567674325, 0.02]"
tray_pack,ID,20327,"[-0.39005868262407195, 0.26266471720552415, 0.02]","[-0.38834132085100853, -0.26309322844327876, 0.02]"
tray_pack,ID,20328,"[-0.3938426781940368, 0.2544317425539035, 0.02]","[-0.40151256500197063, -0.25801055349851015, 0.02]"
tray_pack,ID,20329,"[-0.3936847095082097, 0.2581572893914579, 0.02]","[-0.40204990758136055, -0.2667595297557567, 0.02]"
tray_pack,OOD,30300,"[-0.432898242062955, 0.28816954426723634, 0.02]","[-0.3951638418402912, -0.29527150384064643, 0.02]"
tray_pack,OOD,30301,"[-0.37756655470414124, 0.24946468868173582, 0.02]","[-0.41535239300952936, -0.2875355541162779, 0.02]"
tray_pack,OOD,30302,"[-0.36774275203439294, 0.23301452168717066, 0.02]","[-0.3603952142597948, -0.22037440166961136, 0.02]"
tray_pack,OOD,30303,"[-0.40931871266724196, 0.22066869163408387, 0.02]","[-0.3847615190279693, -0.2978479836957873, 0.02]"
tray_pack,OOD,30304,"[-0.3767030760937233, 0.2719324455237532, 0.02]","[-0.36056388893351893, -0.2327498034994587, 0.02]"
tray_pack,OOD,30305,"[-0.36862870246276513, 0.2593054213771431, 0.02]","[-0.3635500039218136, -0.26727610541108565, 0.02]"
tray_pack,OOD,30306,"[-0.41303356709162115, 0.28343326058048435, 0.02]","[-0.43847613616893616, -0.22565954282730546, 0.02]"
tray_pack,OOD,30307,"[-0.37559574146179264, 0.22420359785737187, 0.02]","[-0.427237741204308, -0.23710541646743488, 0.02]"
tray_pack,OOD,30308,"[-0.394489122910778, 0.29849731951600045, 0.02]","[-0.38047948833501016, -0.28691111650519624, 0.02]"
tray_pack,OOD,30309,"[-0.4240325739391195, 0.23066174844438622, 0.02]","[-0.38146340166025505, -0.29600594140936903, 0.02]"
tray_pack,OOD,30310,"[-0.37578863304901383, 0.23370855641316007, 0.02]","[-0.36990542800874515, -0.2767891597204968, 0.02]"
tray_pack,OOD,30311,"[-0.42352414307773806, 0.2295119294429629, 0.02]","[-0.39961407931258525, -0.22388196798341403, 0.02]"
tray_pack,OOD,30312,"[-0.4369148094503096, 0.24421450357269242, 0.02]","[-0.4301913069210944, -0.2688371131366425, 0.02]"
tray_pack,OOD,30313,"[-0.41369122247293627, 0.23578134521163244, 0.02]","[-0.3718193909115718, -0.2341615777146923, 0.02]"
tray_pack,OOD,30314,"[-0.43905667174531776, 0.279401145033398, 0.02]","[-0.4094503439978702, -0.29568227523987095, 0.02]"
tray_pack,OOD,30315,"[-0.43639999856895867, 0.2895510287736219, 0.02]","[-0.43701497519863625, -0.26271088082318583, 0.02]"
tray_pack,OOD,30316,"[-0.3764294441327864, 0.2940900516247123, 0.02]","[-0.38079696577515704, -0.2886785476750059, 0.02]"
tray_pack,OOD,30317,"[-0.4306717702638404, 0.299251969842214, 0.02]","[-0.43333619213239005, -0.28598148992717054, 0.02]"
tray_pack,OOD,30318,"[-0.437601847670647, 0.23645101553981204, 0.02]","[-0.3747742224077946, -0.22083670416507173, 0.02]"
tray_pack,OOD,30319,"[-0.39527337932825424, 0.2343290375364569, 0.02]","[-0.42122655173697127, -0.22704596196055638, 0.02]"
tray_pack,OOD,30320,"[-0.42437684047689844, 0.25940196066172616, 0.02]","[-0.4281079623975252, -0.23973161445938204, 0.02]"
tray_pack,OOD,30321,"[-0.4324402869970413, 0.22890449784565167, 0.02]","[-0.4345067811701034, -0.29007445580548286, 0.02]"
tray_pack,OOD,30322,"[-0.4254463533869697, 0.2267859124740937, 0.02]","[-0.37615205217855785, -0.22653414175429548, 0.02]"
tray_pack,OOD,30323,"[-0.42678411295807583, 0.28927872531415993, 0.02]","[-0.4292759855750189, -0.24705225644971962, 0.02]"
tray_pack,OOD,30324,"[-0.3637592460110088, 0.23423239438073845, 0.02]","[-0.3749931422878693, -0.2587706453781733, 0.02]"
tray_pack,OOD,30325,"[-0.4080504583003446, 0.2877946191174165, 0.02]","[-0.3603012780006488, -0.24489934020675622, 0.02]"
tray_pack,OOD,30326,"[-0.3830595636228411, 0.2250769708508401, 0.02]","[-0.3693633765207701, -0.2860692702199958, 0.02]"
tray_pack,OOD,30327,"[-0.3841477370260963, 0.28292646188565485, 0.02]","[-0.3668280297772845, -0.24360720470189484, 0.02]"
tray_pack,OOD,30328,"[-0.37253499033909304, 0.2310161664462787, 0.02]","[-0.4340247796531207, -0.29243857033006454, 0.02]"
tray_pack,OOD,30329,"[-0.3766996753014803, 0.2229924189559431, 0.02]","[-0.43201909721170884, -0.2546933406068204, 0.02]"
