task,condition,seed,method,success,steps,status,final,source_root,bundle_root,result_sha256,initial_sha256,trace_sha256,video,first_goal_steps,ever_goals,max_rise_from_initial_m,distinct_policies,invocation_count,generation_calls,API_finish,API_arguments_equal_execution,observed_bottleneck
two_block_sort,OOD,30009,APPL_6_xhigh,False,1292,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/two_block_sort/OOD/30009,episodes/APPL_6_xhigh/two_block_sort/OOD/30009,17e4862b71e885febf97664e9d2494c10d4e60aaaf934a89464e4a4876a145ae,9005e4a04f8470fd3baa87ea13c9c2a7ad91677719111c68744a541d28626a6a,a54394c566b82882b800eedc6a2f42cdb72a0d6630ff1cd1195e46bcdfa8f8b3,episodes/APPL_6_xhigh/two_block_sort/OOD/30009/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 731, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.27515868470072746, ""blue"": -8.009374141693115e-08}",6,18,25,"[{""file"": ""0025.response.json"", ""reason"": ""The task is incomplete: red_at_goal=1, blue_at_goal=0, success=0. Red was placed and remains contained on its pad. Blue was missed during acquisition and remains at its starting location (-0.39294, 0.22113, 0.02000) m. Guarded recovery attempts across the available acquisition and delivery mechanisms did not establish a blue grasp or restore a usable open approach; the gripper repeatedly continued empty closed motion. The final probe briefly widened the fingers but reclosed while retreating, with no blue movement. Given the repeated off-support recovery failures and risk of disturbing the completed red placement, I do not judge further invocations to offer a credible route to completion.""}]",True,blue_rise_under_4cm
buffer_swap,OOD,30109,APPL_6_xhigh,False,2568,agent_finished,"{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/buffer_swap/OOD/30109,episodes/APPL_6_xhigh/buffer_swap/OOD/30109,b7f25ecbd4593467f011fd4de7e657ce63afa9f87980efea3d8e3c371524bd74,0d15004500438d47eff70d0eadc35b5e40c8a9a042be5f4a221a781379172008,4895140ab10062d0ad8b6217d3b7f4a2e4b1cece501afea07d8f61d87ef0a86e,episodes/APPL_6_xhigh/buffer_swap/OOD/30109/replay.mp4,"{""blue_at_goal"": 1755, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}","{""red"": 0.2824290804564953, ""blue"": 0.24454210326075554}",9,31,41,"[{""file"": ""0041.response.json"", ""reason"": ""The exchange is incomplete: blue_at_goal is true, red_at_goal and success are false. Blue remains at approximately (-0.3251,-0.1907,0.0200); red remains near the buffer at (-0.1740,-0.0068,0.0203), not its positive-y goal. Multiple final-policy attempts closed above red or lifted an empty gripper. The last bounded recovery restored an open high approach, but finish_red__h03 then pushed red about 13 mm and rotated it further instead of acquiring it. Current fingers are open, and there is no evidence of a held red block. Given repeated acquisition failures and increasing departure from the near-upright, narrowly positioned training support, I do not judge further available-policy retries to offer a credible route to completion. Stopping honestly with blue's achieved placement preserved.""}]",True,red_final_goal_not_reached_after_blue_goal
drawer_exchange,OOD,6410,APPL_6_xhigh,False,1568,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/drawer_exchange/OOD/6410,episodes/APPL_6_xhigh/drawer_exchange/OOD/6410,9ec696195154eb7e982139e6f51e3d276f052f5bd61f30529151358dabd761d1,af7101bc279d7e80087198b9780cfdbda10fa71c78331ad75b471b306ffaf6d5,b7b91922cdea452bb97e4d28879ecc8c8c0c14355ed1dead72af815bd83ab01f,episodes/APPL_6_xhigh/drawer_exchange/OOD/6410/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 199, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 1.4550983905792236e-05, ""blue"": -8.381903171539307e-08}",6,12,20,"[{""file"": ""0020.response.json"", ""reason"": ""Task incomplete at step1568: drawer_position=0.259107 m is below the strict >0.26 m requirement; red remains in the drawer at z=0.0630003 m, not on the pad; blue remains at its source at z=0.0199999 m. Repeated opening/acquisition attempts across all three opening and evacuation variants never established measured red/TCP co-lift. Some restored opening, but acquisition or release retries either closed empty, stalled, or disturbed the drawer. The latest relational evacuation retry also lost opening. The remaining insertion policies are not supported for an unacquired red block at its drawer source, and successful-only temporal overlap does not establish recovery from the present repeated contact failures. I judge there is no credible remaining completion route with the available frozen controllers.""}]",True,red_placement_not_reached
buffer_swap,OOD,30110,APPL_6_xhigh,False,603,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/buffer_swap/OOD/30110,episodes/APPL_6_xhigh/buffer_swap/OOD/30110,052e0f93555975dcae59e93c0c07ef9b0d56963b385f9b09bf6f2d5acb010f46,83484a5c90439af09d38c0e84da59338c8f6d8bd8d221c94d6f2c96b3bda11b8,a41c047102476bddf7642c87446065c0b679a1b13d1cc9405a8d1fd6cc0897e1,episodes/APPL_6_xhigh/buffer_swap/OOD/30110/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": -8.195638656616211e-08, ""blue"": -8.568167686462402e-08}",3,5,9,"[{""file"": ""0009.response.json"", ""reason"": ""Unable to complete the exchange with the available frozen policies. All three buffer variants approached red but never produced observed finger closure or object lift; an additional bounded h01 retry again approached and retreated empty. After 603 physical steps, finger width remains about 0.080 m, both blocks remain essentially at their initial supported poses, and red_at_goal=0, blue_at_goal=0. Red was never buffered, so the documented transfer/finish overlaps do not support treating this failed pickup as a valid successor state. With repeated failed acquisition and no demonstrated recovery controller, I do not judge further continuation to have a credible route to completion.""}]",True,initial_red_rise_under_4cm
unstack_sort,OOD,30210,APPL_6_xhigh,False,765,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/unstack_sort/OOD/30210,episodes/APPL_6_xhigh/unstack_sort/OOD/30210,b1b0ee421ae11e6503e21de10592522691c13069fc2c2115fa544c3b9e25a0d6,ee4cb5666e392e25aea594cc8b2b79c98664647252a6f0ce2becd568fd107f61,7afb386197e74f67a7527e8a716bfb9089eabc2ecdc320ea6d03cfbd92000413,episodes/APPL_6_xhigh/unstack_sort/OOD/30210/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": 0.00017355382442474365, ""blue"": 1.4994293451309204e-06}",6,9,17,"[{""file"": ""0017.response.json"", ""reason"": ""The task was not completed: red_at_goal=0 and blue_at_goal=0 at physical step 765. Initial acquisition attempts stalled with open fingers; a later attempt displaced red off blue onto the table rather than grasping it. Carry-policy probes moved the empty hand without object progress. The final bounded reacquisition produced an empty pinch: finger width 0.0169 m, TCP-blue distance 0.0637 m, TCP-red distance 0.0931 m, and both blocks still at z approximately 0.020 m away from their pads. All six documented policies were assessed and tried; none established coupled lifting. With red displaced and rotated and the latest grasp missed, successful-path temporal overlap does not provide a credible recovery guarantee. I judge further repetition unlikely to complete both goals with the available frozen policies.""}]",True,red_goal_not_reached
tray_pack,OOD,30310,APPL_6_xhigh,False,1127,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/tray_pack/OOD/30310,episodes/APPL_6_xhigh/tray_pack/OOD/30310,175fb4ab5eb4adc2f72142d0c9d87b85b7cb93911feb1e17ed7ef253ce2ba77f,4f4e232c17f37e0879040a9ff9c3b20bcbe9fb697356491e5b5319c086fbfab8,c6b367056cbb20138a82c4a6569f610ebeec3eee1ca94a1ede4ffb04923c7ccf,episodes/APPL_6_xhigh/tray_pack/OOD/30310/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 268, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.27675993368029594, ""blue"": -8.381903171539307e-08}",6,12,19,"[{""file"": ""0019.response.json"", ""reason"": ""Task incomplete: measured red_at_goal=1, blue_at_goal=0, success=0. Red is settled in its marked tray region, while blue remains at its original table position. The blue grasp was missed: the fingers closed empty and blue never lifted. Bounded attempts with the available acquisition and delivery variants did not reopen the gripper or restore a viable pickup; the latest continuation moved the closed empty TCP low toward the upper tray rim and was stopped for reassessment. The documented overlap covers nominal successful transitions, not this persistent closed-empty recovery. With no demonstrated or observed credible route to finish using the frozen policies, I am ending rather than claiming success or continuing unproductive rim-adjacent motion.""}]",True,blue_goal_not_reached
drawer_exchange,OOD,6411,APPL_6_xhigh,False,1471,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/drawer_exchange/OOD/6411,episodes/APPL_6_xhigh/drawer_exchange/OOD/6411,a4fb23c3c0e8aef3d5c05cda029808e2a450851d55c0669c73782d595324de93,e7a82404bdab84c6715e06ac9da05291f87047fb7e465574228c823b3cdfc6ae,ceee30a268764b49107ae1b3c5ad4b6e0a21d2a1ca16c76eb3e34c9c34d0c483,episodes/APPL_6_xhigh/drawer_exchange/OOD/6411/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 228, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 0.11035504192113876, ""blue"": -8.195638656616211e-08}",6,14,21,"[{""file"": ""0021.response.json"", ""reason"": ""The task is not complete. At physical step 1471 the drawer displacement is 0.23618 m, below the required 0.26 m; red remains in the drawer at z=0.0630 m rather than on the pad, and blue remains at its outside source. The initial red lift slipped, and multiple bounded acquisition attempts with documented overlap policies failed to restore coupled lift. Recent attempts further closed the drawer and displaced red. These disturbed, empty-gripper states are outside demonstrated successful transition support, and I no longer judge the available local policies to offer a credible completion route without further uncontrolled disturbance.""}]",True,red_placement_not_reached
buffer_swap,OOD,30111,APPL_6_xhigh,False,1216,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/buffer_swap/OOD/30111,episodes/APPL_6_xhigh/buffer_swap/OOD/30111,e4d9c37f2b71710a16db391115e9282e6ec1778fba7d576d378ce66a2a6482cf,89df6f4cfee1ad5a6a2679da027be345f1a7268ae61a2d6aefb757aff6a78f3b,16aa707d936124d7f0fb631b5c2cd9e45a47238a85cd2debda3ab7fde38d6a10,episodes/APPL_6_xhigh/buffer_swap/OOD/30111/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": 0.27282388135790825, ""blue"": 0.008335022255778313}",6,14,21,"[{""file"": ""0021.response.json"", ""reason"": ""Unable to complete the exchange. Measured red_at_goal=0 and blue_at_goal=0 at step1216: red is supported in the buffer near(-0.2029,-0.0145,0.020), blue remains near its source at(-0.3280,0.2251,0.020), and fingers are empty-closed. Initial red staging succeeded, but blue acquisition failed and displaced/rotated blue. Guarded attempts using attachment-, role-, route-, event-, and occupancy-conditioned policies did not establish blue/TCP co-lift; retries mostly stayed closed or transported the empty hand. The latest revisit also departed empty rather than reopening. These failed-contact and rotated-object states are outside demonstrated recovery support, and finish_red's overlap does not supply a credible route to move blue from its source. I judge further policy cycling lacks a credible path to both goals, so I am ending honestly without claiming success.""}]",True,blue_rise_under_4cm
drawer_exchange,OOD,6412,APPL_6_xhigh,False,1219,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/drawer_exchange/OOD/6412,episodes/APPL_6_xhigh/drawer_exchange/OOD/6412,238e0d63ea4e6cd1c1ba702fb4d2f0f899735b20f70b12d7e132bb322de40d2f,a936e4926a6fa555c0402f67a1c3f0342ae67c29c89273efbcd2e3b59df5ac35,363a965ef003cc896386f4b8f16685abc46ca792486e85154f0de4aa4be42f74,episodes/APPL_6_xhigh/drawer_exchange/OOD/6412/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 234, ""red_on_pad"": 583, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": true, ""success"": false}","{""red"": 0.23509465903043747, ""blue"": 0.00126614049077034}",6,13,21,"[{""file"": ""0021.response.json"", ""reason"": ""Task not completed. Red is measured on the pad, but blue remains outside at approximately [-0.3572, 0.2531, 0.0200] m. Multiple bounded acquisition attempts produced empty-hand lift rather than blue/TCP co-lift; the latest full acquisition cycle only displaced blue slightly. The opening recovery also failed: drawer displacement decreased to 0.227708 m, below the strict 0.26 m threshold, and was still moving closed at the final observation. The measured state is outside the documented successful transition support, and the attempted local recoveries have not established a credible route to complete both remaining goals. Stopping honestly rather than claiming success or continuing ungrounded retries.""}]",True,blue_insertion_not_reached
buffer_swap,OOD,30112,APPL_6_xhigh,False,2160,agent_finished,"{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/buffer_swap/OOD/30112,episodes/APPL_6_xhigh/buffer_swap/OOD/30112,7dd458d521cbc1d7f976877e04c01f29c1feae51b7ee60bd1ef0221dd209424d,2ad02a65acaacc73abadc46e17f641d1a86cb42f01e3662d16d04f468d30d419,d6cc934fc969c594ee317ed97a9d55dbe8f699293f94d766835ef738c34a99bd,episodes/APPL_6_xhigh/buffer_swap/OOD/30112/replay.mp4,"{""blue_at_goal"": 1387, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": true, ""red_at_goal"": false, ""success"": false}","{""red"": 0.2819830887019634, ""blue"": 0.3077077381312847}",9,22,33,"[{""file"": ""0033.response.json"", ""reason"": ""The swap is incomplete: measured blue_at_goal=1, red_at_goal=0, success=0. Blue is supported at (-0.3722,-0.2060,0.0200); red remains near the buffer at (-0.1978,-0.0270,0.0200). Repeated red-retrieval attempts failed: the hand closed empty or pushed red, without red/TCP co-lift. A bounded buffer-policy recovery successfully reopened the gripper, but subsequent open-hand finish-policy attempts still failed to align and acquire the displaced red block; the latest closure reached only 0.0024 m finger width while red stayed on the table. All finish variants and relevant overlap controllers have been assessed. Their successful-demonstration overlap does not establish recovery from this displaced-buffer/missed-grasp state, and I no longer have a credible learned-policy route to completion without risking further disturbance.""}]",True,red_final_goal_not_reached_after_blue_goal
unstack_sort,OOD,30212,APPL_6_xhigh,False,735,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/unstack_sort/OOD/30212,episodes/APPL_6_xhigh/unstack_sort/OOD/30212,6d594778401b5b1fac16b4854bed36462e2617a68d9bbdc9216727c67b945dee,55868962821301e09b64bcfb72d6660bd3e61671ee6208d8c9fb2225cf8fb9e0,daa4e791406256b7bb62eed931b25aa83044b9c1344c365562cb3e72bd22e20e,episodes/APPL_6_xhigh/unstack_sort/OOD/30212/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 255, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.25519007816910744, ""blue"": 6.09084963798523e-07}",6,9,16,"[{""file"": ""0016.response.json"", ""reason"": ""Partial completion only: measured red_at_goal=1, blue_at_goal=0, success=0. Red is released near (-0.24227,-0.24794,0.02000). Blue remains on the table at (-0.31968,-0.08502,0.02000), displaced and rotated after unsuccessful acquisition attempts. The clearance acquisition stayed open, alternative alignment policies pushed blue, the contact-belief acquisition closed empty, and the final grasp-transform policy transported the empty hand back toward already placed red without moving blue. I stopped before that low wrong-object approach could disturb red. The current state lacks any observed blue grasp or improving alignment; the documented temporal overlaps cover successful transitions, not this displaced/skewed failed-grasp state. I judge no credible remaining recovery route with the available frozen local policies and will not claim task success.""}]",True,blue_goal_not_reached
drawer_exchange,OOD,6413,APPL_6_xhigh,False,1079,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/drawer_exchange/OOD/6413,episodes/APPL_6_xhigh/drawer_exchange/OOD/6413,c7565ac8f0c44271757fb41c8cdeacfd352ec3f422fff206e39aff4cace225a6,ae3fb6cc7f13302187795f10186b4c283a23afa2f5b1da5036af9957f3b250eb,039e0aaf6465b955c12d77cc2b2f96f9de18e5b733f05aa634554c6ed5bb8e4a,episodes/APPL_6_xhigh/drawer_exchange/OOD/6413/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 204, ""red_on_pad"": 592, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": true, ""success"": false}","{""red"": 0.23902445286512375, ""blue"": 0.001587124541401863}",6,9,16,"[{""file"": ""0016.response.json"", ""reason"": ""The task is not complete. Red remains on its pad, but the drawer is at 0.240739 m (below the required >0.26 m) and blue remains outside at approximately [-0.4887, 0.3111, 0.0200] m. The initial blue pickup missed; subsequent bounded probes with alternative acquisition/contact/geometry priors did not establish blue co-lift. One probe disturbed the drawer, and the latest attempt pushed blue farther from demonstrated source positions before closing empty again. Observed ranges confirm blue never meaningfully lifted. With the current displaced block, empty grasp and disturbed drawer, I no longer judge these successful-demonstration local controllers to offer a credible completion route; continued nominal insertion would not accomplish the task.""}]",True,blue_insertion_not_reached
two_block_sort,OOD,30013,APPL_6_xhigh,False,965,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/two_block_sort/OOD/30013,episodes/APPL_6_xhigh/two_block_sort/OOD/30013,799e45331e6979cabcaa33b9312e6cda167f3240f7dd0a6bbfa4bc40e2483bd5,522b145b6758fa81a6dcd0c2906d8c179c7ce76c9276500d80bf5e29f91492a8,7b94f794e6d180285b5c8322fb073090226203f4d572ba9513bccad956d86d52,episodes/APPL_6_xhigh/two_block_sort/OOD/30013/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 331, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.26751838251948357, ""blue"": 0.2769043557345867}",6,19,26,"[{""file"": ""0026.response.json"", ""reason"": ""The task is not complete: latest measurements show red_at_goal=0, blue_at_goal=0, success=0. Blue delivery repeatedly lowered short of its pad; subsequent bounded recovery attempts moved blue toward the red pad and disturbed red. Blue is now at approximately (-0.2315,-0.2190,0.0221), far from its goal (-0.18,0.25,0.02), and red at (-0.1775,-0.2856,0.0200) no longer satisfies rotated containment. The gripper is open and neither object has a verified grasp. All three acquisition and delivery priors have been inspected and attempted; the current displaced, nearby-object/contact state is outside their demonstrated recovery support. Further trials have been worsening placement rather than establishing a credible route to completion, so I am stopping without claiming success.""}]",True,blue_rose_but_goal_not_reached
drawer_exchange,OOD,6414,APPL_6_xhigh,False,676,agent_finished,"{""blue_inside"": false, ""drawer_open"": false, ""red_on_pad"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/drawer_exchange/OOD/6414,episodes/APPL_6_xhigh/drawer_exchange/OOD/6414,65f8f9525ab81898892e5376a98a581d53aad0ed0f5fded1964c6a4b2d83c8ea,19dbb8433d2bf983dc618c01a0be9b9a01778839a905f84a8332ef82b0ed5a5b,13acb20ce3ec080c41a27a260b7bd1eb4089a72870222d1089b58affb1239d71,episodes/APPL_6_xhigh/drawer_exchange/OOD/6414/replay.mp4,"{""blue_inside"": null, ""drawer_open"": 207, ""red_on_pad"": null, ""success"": null}","{""blue_inside"": false, ""drawer_open"": true, ""red_on_pad"": false, ""success"": false}","{""red"": 0.001277633011341095, ""blue"": -8.195638656616211e-08}",5,7,13,"[{""file"": ""0013.response.json"", ""reason"": ""The task was not completed. Latest measured state at step 676 has drawer_position=0.25581 m, below the strict >0.26 m requirement; red remains in the drawer at z=0.063 m and is not on the pad; blue remains outside at z=0.020 m. Initial opening succeeded temporarily, but subsequent red approaches disturbed the drawer and missed the grasp. Bounded alternatives with different documented acquisition/attachment priors did not recover: the last two policies lifted or moved an empty, fully closed gripper while red stayed supported. The last invocation produced no reopening, regrasp, or object progress. These disturbed-drawer and missed-grasp states are not established recovery support, and no insertion handoff is ready. I do not judge further policy cycling to offer a credible route to simultaneous completion.""}]",True,red_placement_not_reached
two_block_sort,OOD,30014,APPL_6_xhigh,False,694,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/two_block_sort/OOD/30014,episodes/APPL_6_xhigh/two_block_sort/OOD/30014,7e6c5964696155cd9a0c56e4a3a85e8031cea8f10aefbe0581dec925303e978d,28e7c20cd75cb05ab8a11f45655f533d44f6ccb1163711874174f5d88f505984,3f3e6b9e5ab7bf876b9edfab625b9cf8db2aea9e75aae92c41d1f4badafbd92c,episodes/APPL_6_xhigh/two_block_sort/OOD/30014/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 240, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.2643989436328411, ""blue"": 0.00034633465111255646}",5,13,19,"[{""file"": ""0019.response.json"", ""reason"": ""The task is incomplete: live red_at_goal=1, blue_at_goal=0, success=0. Red is placed at approximately (-0.1808,-0.2570,0.0200). The blue pickup missed and rotated blue near (-0.4609,0.2097,0.0200); no subsequent observation showed blue lifting. Bounded recovery attempts using alternative acquisition controllers, delivery attachment/free-motion behavior, and the predecessor release bridge all kept the empty gripper fully closed and failed to restore blue acquisition. Red remains contained. The current state is outside demonstrated successful-grasp transition support, and I no longer have a credible policy-only recovery route without further unproductive motion or risk to the completed red placement.""}]",True,blue_rise_under_4cm
buffer_swap,OOD,30114,APPL_6_xhigh,False,648,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/buffer_swap/OOD/30114,episodes/APPL_6_xhigh/buffer_swap/OOD/30114,89f5a6e96ad8c79caf11fa5e5a24219893d23b938bdad08d70f03d24952a1d52,75f3637d06a73fb7ea62b5e34d6fcf9900de7faf36b556dc4e5538ef687cd103,360aa8dc585b5c4e610499c78703ad0239a83ecf21f8b910f355923744c2d808,episodes/APPL_6_xhigh/buffer_swap/OOD/30114/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": null, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": false, ""success"": false}","{""red"": -8.009374141693115e-08, ""blue"": -8.568167686462402e-08}",3,4,8,"[{""file"": ""0008.response.json"", ""reason"": ""The exchange was not completed: measured red_at_goal=0 and blue_at_goal=0. Across 648 physical steps, all three buffer_red variants approached red but kept the fingers essentially fully open (about 0.080 m); red never lifted, and both blocks remain at their starting locations. A longer revisit of buffer_red h01 again produced only open approach/retreat. These observations give no credible acquisition route with the available buffer policies. The transfer and finish policies' documented overlaps presuppose progress through red buffering or later placements, not this repeated missed initial pickup with both destination regions still occupied. I am stopping rather than claiming success or treating unsupported downstream invocation as a valid handoff.""}]",True,initial_red_rise_under_4cm
tray_pack,OOD,30314,APPL_6_xhigh,False,966,agent_finished,"{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}",/home/users/oscar/agent_learning/Agent-Prior-for-Policy-Training/runs/exp2/Exp2_new/ood_resource_resume_20260920/episodes/tray_pack/OOD/30314,episodes/APPL_6_xhigh/tray_pack/OOD/30314,9280f57a103ac2577d42a50e17808a91dfb511441647367c834762e3ff0efb8f,4faa1b25b940751a30636f5525b073136421bbc7ce653cb6d74ceadccdc68eea,cd233514f6535adf7f6023593e10b8fcb6e0c4d5f1be106a13a383927587c72b,episodes/APPL_6_xhigh/tray_pack/OOD/30314/replay.mp4,"{""blue_at_goal"": null, ""red_at_goal"": 292, ""success"": null}","{""blue_at_goal"": false, ""red_at_goal"": true, ""success"": false}","{""red"": 0.2914642207324505, ""blue"": -7.82310962677002e-08}",6,12,19,"[{""file"": ""0019.response.json"", ""reason"": ""The task is incomplete: measured red_at_goal=1, blue_at_goal=0, success=0. Red was picked and placed, but the blue acquisition missed and blue never left its source at approximately (-0.4391, 0.2794, 0.0200). Subsequent bounded probes of all acquisition variants and the delivery variants failed to reopen the empty gripper or establish a new blue approach. The latest delivery continuation pushed the already placed red about 7 mm rather than restoring opening, triggering the disturbance stop. Red remains contained, but further continuation risks losing that placement. Given the observed stalled closed-empty behavior and lack of demonstrated miss/contact recovery, I judge no credible remaining route with these frozen policies.""}]",True,blue_goal_not_reached
